patent_num,abstract,applicant_city,applicant_country,applicant_name,applicant_num,applicant_state,assignee_loc,assignee_name,cpc,family_id,file_date,inventors,patent_date,title,url
10177831,"A particular communications protocol is used for antenna training to accomplish directional communications in a wireless communications network. In some embodiments, pertinent information for various requests, responses, and status reports, is included in information elements.",Santa Clara,US,Intel Corporation,"14/693,048",CA,"Santa Clara, CA",Intel Corporation,"['H04B', 'H04W']",40408234,"April 22, 2015","[['Carlos', 'Cordeiro', 'Portland, OR']]","January 8, 2019",Antenna training and tracking protocol,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=134&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10177825,"Some demonstrative embodiments include devices, systems and/or methods of beamformed communication with space block coding. For example, an apparatus may include a controller to control a plurality of antenna subarrays to form a plurality of directional beams directed in a plurality of different directions for communicating a multi-input-multi-output (MIMO) wireless transmission, which is encoded according to a space-block coding scheme.",Santa Clara,US,INTEL CORPORATION,"15/683,950",CA,"Santa Clara, CA",INTEL CORPORATION,"['H04B', 'H04L']",54335768,"August 23, 2017","[['Alexander Alexandrovich', 'Maltsev', 'Nizhny Novgorod, RU'], ['Andrey', 'Pudeyev', 'Nizhny Novgorod, RU'], ['Alexei Vladimirovich', 'Davydov', 'Nizhny Novgorod, RU'], ['Ali S.', 'Sadri', 'San Diego, CA'], ['Carlos', 'Cordeiro', 'Portland, OR']]","January 8, 2019","Apparatus, system and method of multi-input-multi-output (MIMO) beamformed communication with space block coding",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=135&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10175900,"A storage device is configured to communicate with a host device over a Bluetooth connection. The storage device includes a flash memory, a processor, and a Bluetooth controller. The memory stores at least one permission for determining access to the memory. The processor manages access to the memory, independently of the host device, based on a comparison of a request at the removable storage device to access the memory to at least one permission. The comparison is independent, requiring no management by an operating system of the host device, such that if the at least one permission includes a particular access type that matches the access requested in the request, the processor provides access to the memory.",Costa Mesa,US,"Innovative Memory Systems, Inc.","15/672,092",CA,"Costa Mesa, CA","INNOVATIVE MEMORY SYSTEMS, INC.","['G06F', 'H04L']",49326170,"August 8, 2017","[['Dov', 'Moran', 'Kafar Subar, IL'], ['Gidi', 'Elazar', 'Tsur Yigal, IL'], ['Dan', 'Harkabi', 'Moshav Lahish, IL']]","January 8, 2019","Removable, active, personal storage device, system and method",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=136&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10175848,The disclosed embodiments are directed to displaying a portion of a list of items and selecting an icon in the list that when activated allows additional items to be added to the list.,TampereTampere,FIFI,Haapsaari; Joonas-PetteriKarimaki; Kimmo Juhani,"12/367,885",N/AN/A,"Espoo, FI",NOKIA TECHNOLOGIES OY,['G06F'],42541428,"February 9, 2009","[['Joonas-Petteri', 'Haapsaari', 'Tampere, FI'], ['Kimmo Juhani', 'Karimaki', 'Tampere, FI']]","January 8, 2019",Displaying a display portion including an icon enabling an item to be added to a list,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=137&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10172169,"Disclosed is a method for controlling connection between a first device and a second device using Bluetooth by a control device including obtaining a first device information related to the first device from the first device, obtaining a second device information related to the second device from the second device, transmitting a connection request message for requesting connection with the second device to the first device based on the first device information and the second device information, and receiving a first response message including a result of connection with the second device in response to the connection request message.",Seoul,KR,LG ELECTRONICS INC.,"15/510,974",N/A,,,"['H04W', 'H04L']",55459290,"September 14, 2015","[['Minsoo', 'Lee', 'Seoul, KR'], ['Younghwan', 'Kwon', 'Seoul, KR'], ['Jingu', 'Choi', 'Seoul, KR'], ['Jaeho', 'Lee', 'Seoul, KR']]","January 1, 2019",Method and device for controlling device by using bluetooth technology,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=138&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10172146,"In embodiments, one or more wireless stations operate to configure direct communication with neighboring mobile stations, i.e., direct communication between the wireless stations without utilizing an intermediate access point. Embodiments of the disclosure relate a mechanism for coexistence of various radio access technologies during peer-to-peer communications. In some embodiments, a first communication may be scheduled in one or more time slots with a peer station according to a first radio access technology (RAT), an end time of the first communication during a first time slot of the one or more time slots may be determined, and a second communication according to a second RAT may be transmitted. At least a portion of the second communication may be performed during the first time slot. In some embodiments, the first and second communications may be transmitted on the same channel.",Cupertino,US,Apple Inc.,"15/272,519",CA,"Cupertino, CA",Apple Inc.,['H04W'],58406175,"September 22, 2016","[['Yong', 'Liu', 'Campbell, CA'], ['Christiaan A.', 'Hartman', 'San Jose, CA'], ['Siegfried', 'Lehmann', 'Sunnyvale, CA']]","January 1, 2019",Wi-Fi and bluetooth coexistence,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=139&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10171979,A method and system for automatically connecting one customer device with another over a Bluetooth or similar connection. The automatic connection may be made by generating a unique identifier to store on a new customer device and a backend system associated with an existing customer device and connecting the new customer device with the existing customer device using the unique identifier.,McLean,US,"Capital One Services, LLC","15/920,514",VA,"McLean, VA","CAPITAL ONE SERVICES, LLC","['G06Q', 'H04L', 'H04W', 'G06F']",61872704,"March 14, 2018","[['James', 'Zarakas', 'Centerville, VA'], ['Kevin', 'Kelly', 'Austin, TX'], ['Saleem', 'Sangi', 'Ellicott City, MD'], ['Adam', 'Koeppel', 'Washington, DC']]","January 1, 2019",System and method for automatic bluetooth pairing,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=140&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10171434,"Managed device scatternet administration is described herein. In one example, to form a scatternet of managed devices, a network entry request including a unique device identifier and a public key is received from a client device. The public key is validated and the structure of the scatternet is examined to find an opening for the client device. After validation of the public key, network access data and a session key are encrypted by the public key and forwarded to the client device. The client device can use the network access data to find a network sublayer having the opening in the scatternet. At the same time, client admission data and the session key can also be sent to a sublayer propagator device of the network sublayer. After the client device enters the scatternet, management configuration data can be dispatched to it for device management.",Atlanta,US,AIRWATCH LLC,"15/245,191",GA,"Atlanta, GA",AIRWATCH LLC,"['H04L', 'H04W']",60037873,"August 24, 2016","[['Akshay', 'Laxminarayan', 'Bangalore, IN'], ['Ramani', 'Panchapakesan', 'Bangalore, IN']]","January 1, 2019",Managed device scatternet administration,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=141&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10171149,"Some demonstrative embodiments include apparatuses, systems and/or methods of wireless backhaul and access communication via a common antenna array. For example, an apparatus may include a wireless communication unit to control an antenna array to form one or more first beams for communicating over one or more access links and to form one or more second beams for communicating over one or more backhaul links, the access links including wireless communication links between a wireless communication node and one or more mobile devices, and the backhaul links including wireless communication links between the wireless node and one or more other wireless communication nodes.",Santa Clara,US,INTEL CORPORATION,"15/447,420",CA,"Santa Clara, CA",INTEL CORPORATION,"['H04B', 'H04W']",51207616,"March 2, 2017","[['Alexander', 'Maltsev', 'Nizhny Novgorod, RU'], ['Ali S.', 'Sadri', 'San Diego, CA'], ['Reza', 'Arefi', 'Great Falls, VA'], ['Vadim', 'Sergeyev', 'Nizhny Novgorod, RU'], ['Alexei', 'Davydov', 'Nizhny Novgorod, RU']]","January 1, 2019","Apparatus, system and method of wireless backhaul and access communication via a common antenna array",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=142&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10168971,"In a communication system, an image forming apparatus sends an address of a receiving section to an external device. The external device receives a selection of image data through plural thumbnails displayed on a display section, and wirelessly sends the selected image data to the image forming apparatus with the address. The image forming apparatus receives the selected image data and prints an image. The image forming apparatus accepts a selection indicating whether a communication between the external device and the image forming apparatus is performed either by a first or second communication system method. The image forming apparatus performs sending and/or receiving the image data with the address by the first communication system method when the first communication system method is selected, and performs sending and/or receiving the image data with the address by the second communication system method when the second communication system method is selected.","Osaka-shi, Osaka",JP,SHARP KABUSHIKI KAISHA,"15/217,375",N/A,"Osaka-Shi, JP",SHARP KABUSHIKI KAISHA,"['H04L', 'H04M', 'G06F', 'H04N', 'H04W']",42678019,"July 22, 2016","[['Masafumi', 'Okigami', 'Osaka, JP'], ['Masanori', 'Matsumoto', 'Osaka, JP']]","January 1, 2019",Communication method performing a wireless communication between image forming apparatus and communication device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=143&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10168775,"An apparatus comprises a sensor configured to detect movement and generate movement data related to at least part of a detected movement; a messaging unit configured to create a message that is configured to include movement information based at least in part upon the movement data; a transmitter in data communication with the messaging unit and configured to transmit the message; a touch sensor area configured to send, based at least in part on detection of a touch, an activation signal to the messaging unit; and a housing configured to at least partially enclose at least one of the sensor, the messaging unit, and the transmitter, and including a finger grip configured to secure the housing to a human finger.",Bedford Heights,US,Innovative Devices Inc.,"14/828,086",OH,,,['G06F'],56407871,"August 17, 2015","[['Nicholas J.', 'Mastandrea', 'Chesterland, OH']]","January 1, 2019",Wearable motion sensing computing interface,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=144&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10167445,"An improved cell culture monitoring system and method that detects cell growth and concentration in a dynamic environment of incubator/shaker. In order to reduce power consumption and make a wireless cell culture monitoring system practical, several methods of temperature compensation are used to replace a method of controlling the temperature of sensing module. Furthermore its power consumption can be significantly reduced by using an adaptive and synchronized light pulse detection technique.",Fremont,US,Peng; Hong,"15/478,188",CA,,,"['C12M', 'G01N']",59958594,"April 3, 2017","[['Hong', 'Peng', 'Fremont, CA']]","January 1, 2019",Cell culture monitoring system with low power consumption,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=145&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10165346,"An in-ear hearing device having an ear interfacing portion integrally formed with an elongated stem portion, wherein the ear interfacing portion extends away from the elongated stem portion; a first acoustic port formed in the ear interfacing portion; a speaker disposed in the ear interfacing portion and aligned to emit sound from the acoustic port; a plurality of electrical contacts disposed at an end of the stem portion, the plurality of electrical contacts including first and second contacts; a second acoustic port formed at the end of the elongated stem portion between the first and second contacts; a microphone disposed in the stem portion; and a channel that fluidically couples the microphone to the second acoustic port.",Cupertino,US,Apple Inc.,"15/948,920",CA,"Cupertino, CA",Apple Inc.,"['H04M', 'H04R', 'H04W', 'H02J', 'H01R', 'Y02D', 'H05K']",41010884,"April 9, 2018","[['M. Evans', 'Hankey', 'San Francisco, CA'], ['Emery A.', 'Sanford', 'San Francisco, CA'], ['Christopher D.', 'Prest', 'San Francisco, CA'], ['Way Chet', 'Lim', 'San Francisco, CA']]","December 25, 2018",Headset connector,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=146&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10163135,"Data storage devices and methods to combine user content with supplemental content at a data storage device are disclosed. The data storage device includes a host interface, a controller coupled to the host interface, a first storage area coupled to the controller, and a second storage area coupled to the controller. The host interface is configured to enable the data storage device to receive one or more user content items from a host device when the data storage device is operationally coupled to the host device. The controller is configured to store the one or more user content items in the first storage area. The controller is also configured to combine a particular supplemental content item stored in the second storage area with a particular user content item from among the one or more user content items.",Rosh Ha'ayin,IL,Ben-Rubi; Rafi,"13/054,536",N/A,"Kfar Saba, IL",SANDISK IL LTD.,"['G06Q', 'H04N', 'G06F']",42671827,"May 21, 2010","[['Rafi', 'Ben-Rubi', ""Rosh Ha'ayin, IL""]]","December 25, 2018",Combining user content with supplemental content at a data storage device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=147&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10162596,"A portable electronic device configured for receiving voice activated commands for wirelessly managing or driving an output device. The output device may include, for example, a television, a controller connectable to a television, a printer, an audio output device, or a projector. The portable electronic device includes an interface that includes at least one button or other controls, a microphone, and wireless communication circuitry. Subsequent to establishing, within a physical proximity, a wireless connection to the output device using the wireless communication circuitry, the portable electronic device is operable for receiving an indication from a user via the interface, for wirelessly sending information to the output device related to the indication, and for wirelessly receiving data or component from the output device in response to having sent the information. Additionally, the portable electronic device is configured to receive voice activated commands from the user via the microphone.",Vancouver,US,"Flexiworld Technologies, Inc.","15/201,194",WA,"Vancouver, WA","Flexiworld Technologies, Inc.","['H04L', 'G06F', 'H04M', 'H04W', 'G06Q']",22925285,"July 1, 2016","[['William Ho', 'Chang', 'Vancouver, WA'], ['Christina Ying', 'Liu', 'Fremont, CA']]","December 25, 2018",Portable electronic device configured to receive voice activated commands and to wirelessly manage or drive an output device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=148&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10159055,A system and method for time-aiding an autonomous Global Positioning System device over a Bluetooth connection allows for a faster time to fix by allowing faster acquisition of time and ephemeris data. The time-aiding information may be distributed in a one-to-one manner or in a manner that allows for the synchronization of multiple devices.,N/A,N/A,GOOGLE TECHNOLOGY HOLDINGS LLC,"15/631,769",N/A,"Mountain View, CA",Google Technology Holdings LLC,"['H04W', 'H04B', 'G01S']",54007961,"June 23, 2017","[['Timothy M.', 'McCune', 'Mundelein, IL'], ['Michael E.', 'Russell', 'Lake Zurich, IL']]","December 18, 2018",GPS time-aiding and frequency correction,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=149&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10159015,"A method of operating a network coordinator for a spatial reuse scheme includes receiving a reservation request for a time period for a data communication of a target transmitter/receiver pair that uses a directional antenna, searching for a time period reserved in advance for another transmitter/receiver pair, from a Channel Time Allocation Period (CTAP) that is a contention-free access period for the data communication, and reserving a time period for the target transmitter/receiver pair in the CTAP, so that the time period reserved for the target transmitter/receiver pair overlaps the time period reserved in advance for the other transmitter/receiver pair.",Daejeon,KR,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,"15/790,644",N/A,"Daejeon, KR",ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE,['H04W'],43614288,"October 23, 2017","[['Kyeongpyo', 'Kim', 'Daejeon, KR'], ['Seung Eun', 'Hong', 'Daejeon, KR'], ['Woo Yong', 'Lee', 'Daejeon, KR'], ['Hyun Kyu', 'Chung', 'Daejeon, KR']]","December 18, 2018","Network employing space recycling, and a method for managing the network",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=150&f=G&l=50&d=PTXT&s1=Piconet&p=3&OS=Piconet&RS=Piconet
10158985,"Disclosed is a device for controlling wireless multimedia devices, including: a wireless communication circuit, to receive a wireless multimedia device identifier from each wireless multimedia device; an access circuit for accessing a database of wireless multimedia devices, to obtain from the database characteristics of each wireless multimedia device for which the communication circuit has received an identifier; a separation circuit for separating a main multimedia stream into as many separated multimedia streams as the communication circuit has received identifiers of wireless multimedia devices; an allocation circuit for allocating each separated multimedia stream to a respective wireless multimedia device; and a synchronization circuit for synchronizing the separated multimedia streams based on the characteristics of the wireless multimedia devices obtained from the database.",Fontenay-sous-Bois,FR,TAP SOUND SYSTEM,"15/655,551",N/A,"Fontenay-sous-Bois, FR",TAP SOUND SYSTEM,"['H04N', 'H04W', 'H04B', 'H04L', 'H04M', 'H04R', 'H04S']",57796408,"July 20, 2017","[['Thomas', 'Girardier', 'Fontenay-sous-Bois, FR'], ['Julien', 'Goupy', 'Fontenay-sous-Bois, FR'], ['Bertrand', 'Fatus', 'Fontenay-sous-Bois, FR']]","December 18, 2018",Controlling connected multimedia devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=151&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10158368,"A digital-to-analog converter (DAC) controller system may be configured for controlling switching in an associated digital-to-analog converter (DAC), based on a plurality of system inputs that include at least a first system input corresponding to an input applied to the DAC for controlling switching therein, and a second system input that includes a reference control signal. The DAC controller system may include a logic gate circuit that generates a gate output based on two gate inputs that include the first system input and an input set based on the second system input; and a plurality of timing circuits that generate timing outputs for controlling timing of switching in the DAC, which include at least one timing circuit that generates a timing output based on the gate output, with the timing output configured for application in conjunction with and for adjusting a timing output of another timing circuit.",Carlsbad,US,"MaxLinear, Inc.","15/997,336",CA,"Carlsbad, CA","MAXLINEAR, INC.",['H03M'],57129055,"June 4, 2018","[['Gaurav', 'Chandra', 'Carlsbad, CA'], ['Tao', 'Zeng', 'Carlsbad, CA'], ['Shantha Murthy Prem', 'Swaroop', 'Carlsbad, CA'], ['Jianyu', 'Zhu', 'Carlsbad, CA']]","December 18, 2018",Digital-to-analog converter (DAC) with partial constant switching,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=152&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10157042,"Systems and methods for audio output control are disclosed. Audio may be output via a speaker of a communal device associated with a first portion of an environment. A user may provide a user utterance indicating an intent to add another device in a second portion of the environment to the audio-output session, and/or an intent to move the audio-output session from the first device to the second device, and/or an intent to remove a device from an audio-output session. Based on this determined intent, audio-session queues may be associated and dissociated from devices and device states may be altered to effectuate the intent of the user utterance.",Seattle,US,"Amazon Technologies, Inc.","15/889,754",WA,"Seattle, WA","Amazon Technologies, Inc.","['H04R', 'G06F', 'G10L']",64604771,"February 6, 2018","[['Gautham Kumar', 'Jayakumar', 'Seattle, WA'], ['Nishant', 'Kumar', 'Sunnyvale, CA'], ['Steven Michael', 'Saxon', 'Irvine, CA'], ['Frederic Johan Georges', 'Deramat', 'Seattle, WA']]","December 18, 2018",Audio output control,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=153&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
RE47158,Provided is a transducer having first and second surfaces including first electrode lines positioned along the first surface in a first direction and configured for grounding and second electrode lines positioned along the second surface in a direction orthogonal to the first direction. The second electrode lines are configured switching between receiving and transmitting in an interlaced manner.,Palm Beach Gardens,US,Schmitt; Rainer M.,"14/823,942",FL,"Palm Beach Gardens, FL","SONAVATION, INC.","['B06B', 'G06K']",42737651,"August 11, 2015","[['Rainer M.', 'Schmitt', 'Palm Beach Gardens, FL'], ['Christian', 'Liautaud', 'Boca Raton, FL']]","December 11, 2018",Piezoelectric identification device and applications thereof,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=154&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10154498,"A method is disclosed for associating network devices to a network. The method can include receiving a beacon from a source by an antenna array, allocating resources to beamform and beamforming after receiving at least a portion of the beacon. The beamforming can be accomplished prior to completion of an association request and prior to receipt of an acceptance signal in response to the association request. Accordingly directional transmissions can be utilized transmit at least part of an association request and to transmit an acceptance signal corresponding to the association request.",Santa Clara,US,Intel Corporation,"15/682,037",CA,"Santa Clara, CA",Intel Corporation,"['H01Q', 'H04B', 'H04W']",43607778,"August 21, 2017","[['Carlos', 'Cordeiro', 'Portland, OR'], ['Alex', 'Kesselman', 'San Jose, CA'], ['Solomon', 'Trainin', 'Haifa, IL']]","December 11, 2018",Arrangements for association and re-association in a wireless network,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=155&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10153935,"Some demonstrative embodiments include apparatus, system and method of communicating a transmission according to a rotated 256 Quadrature Amplitude Modulation (QAM) scheme. For example, an apparatus may include logic and circuitry configured to cause a wireless station to modulate a Single Carrier (SC) transmission according to a rotated 256-QAM scheme; and to transmit the SC transmission over a millimeter Wave (mmWave) frequency band.",Santa Clara,US,INTEL CORPORATION,"15/391,270",CA,"Santa Clara, CA",INTEL CORPORATION,['H04L'],60941496,"December 27, 2016","[['Artyom', 'Lomayev', 'Nizhny Novgorod, RU'], ['Alexander', 'Kostin', 'Nizhny Novgorod, RU'], ['Iaroslav P.', 'Gagiev', 'Nizhny Novgorod, RU'], ['Alexander', 'Maltsev', 'Nizhny Novgorod, RU'], ['Michael', 'Genossar', 'Modiin, IL'], ['Carlos', 'Cordeiro', 'Portland, OR']]","December 11, 2018","Apparatus, system and method of communicating a transmission according to a rotated 256 quadrature amplitude modulation (QAM) scheme",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=156&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10153654,"The disclosure generally relates to methods, system and apparatus to optimize wireless charging by providing user notification when wireless charging efficiency is compromised. In an exemplary embodiment, the charging efficiency value of a device under charge (DUC) is calculated. When the charging efficiency value drops below a predefined threshold, the user is notified to relocate the DUC to a new location with respect to the Power Transmission Unit (PTU) to enhance charging efficiency. In another embodiment, a PTU charging efficiency map is generated to help guide the user for optimal wireless charging.",Santa Clara,US,Intel Corporation,"14/978,977",CA,"Santa Clara, CA",Intel Corporation,"['H02J', 'H04B', 'G01R', 'Y02B']",59064539,"December 22, 2015","[['Lei', 'Shao', 'Sunnyvale, CA'], ['Xintian E.', 'Lin', 'Mountain View, CA']]","December 11, 2018","Method, system and apparatus for wireless charging notification",http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=157&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10152285,"Mobile information apparatus (e.g., smart phone, Internet appliance, information pad) and software applications of the mobile information apparatus supporting voice commands for receiving and playing digital content from a service provided over a network (e.g., Internet) are herein disclosed and enabled. The mobile information apparatus may establish a wireless local area network connection, and receive, via a touch sensitive screen interface, authentication information to access a service over the Internet. The service may be a subscribed service. While connected to the service, the mobile information apparatus may receive voice commands from a user for outputting or playing digital content that is available at the service, and, in response to the voice commands, the mobile information apparatus receives, from the service, output data related to the digital content for outputting or playing at an output device associated with the mobile information apparatus.",Vancouver,US,"Flexiworld Technologies, Inc.","15/785,190",WA,"Vancouver, WA","Flexiworld Technologies, Inc.","['G06F', 'G06Q', 'H04L', 'H05K']",22957058,"October 16, 2017","[['William Ho', 'Chang', 'Vancouver, WA'], ['Christina Ying', 'Liu', 'San Francisco, CA']]","December 11, 2018",Mobile information apparatus that includes voice commands for playing digital content that is received from a digital content service provided over the internet,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=158&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10149616,A device for obtaining physiological information of a medical patient and wirelessly transmitting the obtained physiological information to a wireless receiver.,Irvine,US,MASIMO CORPORATION,"13/762,270",CA,"Irvine, CA",Masimo Corporation,['A61B'],47748787,"February 7, 2013","[['Ammar', 'Al-Ali', 'San Juan Capistrano, CA'], ['Eric Karl', 'Kinast', 'Santa Ana, CA'], ['Bilal', 'Muhsin', 'San Clemente, CA'], ['Chad A.', 'Dejong', 'Los Angeles, CA']]","December 11, 2018",Wireless patient monitoring device,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=159&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
10149340,"A slave Bluetooth device establishes first and second connections with first and second master Bluetooth devices, respectively, that each operate in a master mode. The slave Bluetooth device operates in a slave mode when communicating through any of the first and second connections. The slave Bluetooth device communicates connection parameter update request packets containing timeout values to the first and second master Bluetooth devices. The slave Bluetooth device alternates during non-overlapping time slots between at least: 1) monitoring the first connection for traffic transmitted by the first master Bluetooth device while not monitoring the second connection; and 2) monitoring the second connection for traffic transmitted by the second master Bluetooth device while not monitoring the first connection; and controls a rate at which the alternating is performed based on the first timeout value and the second timeout value.",Irvine,US,"Thales Avionics, Inc.","15/652,391",CA,"Irvine, CA","Thales Avionics, Inc.","['H04W', 'G06F', 'B64D']",64451788,"July 18, 2017","[['Khosro', 'Rabii', 'San Diego, CA'], ['Jean-Yves', 'Couleaud', 'Mission Viejo, CA'], ['Pankaj', 'Trivedi', 'Los Alamitos, CA'], ['Pierre', 'Schuberth', 'Corona del Mar, CA'], ['Terence', 'Lei', 'Diamond Bar, CA']]","December 4, 2018",Slave bluetooth device switching between active bluetooth connections with different master bluetooth devices,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=160&f=G&l=50&d=PTXT&s1=Piconet&p=4&OS=Piconet&RS=Piconet
